,employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,satisfaction_level,last_evaluation
3719,22267,3,189,2,0,0,No,technical,medium,0.57,0.45
3720,22268,5,203,2,0,0,No,technical,medium,0.98,0.93
3721,22275,5,174,2,0,0,No,technical,medium,0.91,0.65
3722,22277,3,239,2,0,0,No,management,medium,0.72,0.91
3723,22279,5,152,6,0,0,No,IT,medium,0.48,0.73
3724,22286,4,268,6,0,0,No,IT,medium,0.57,0.86
3725,22287,4,146,3,0,0,No,IT,medium,0.86,0.96
3726,22289,3,232,4,0,0,No,IT,medium,0.63,0.85
3727,22291,3,255,5,0,0,No,IT,medium,0.81,0.52
3728,79018,4,129,4,0,0,No,product_mng,medium,0.21,0.37
3729,22303,3,261,3,1,0,No,product_mng,medium,0.9,0.66
3730,79364,3,101,2,1,0,No,product_mng,medium,0.79,0.78
3731,22314,4,229,3,0,0,No,product_mng,medium,0.95,0.49
3732,63909,3,162,4,0,0,No,IT,medium,0.29,0.43
3733,22321,4,270,3,0,0,No,RandD,medium,0.81,0.52
3734,22327,6,277,5,0,0,No,RandD,medium,0.21,0.56
3735,80379,5,261,4,0,0,No,RandD,high,0.7,0.83
3736,22351,4,204,2,0,0,No,RandD,low,0.66,0.64
3737,22353,2,215,2,0,0,No,RandD,medium,0.16,0.86
3738,22356,3,219,3,0,0,No,marketing,medium,0.72,0.8
3739,22357,3,147,4,0,0,No,sales,medium,0.51,0.5
3740,22368,5,243,2,0,0,No,accounting,medium,0.59,0.63
3741,80407,2,155,5,1,0,No,support,medium,0.66,0.4
3742,22374,3,253,2,0,0,No,technical,medium,0.69,0.84
3743,22377,4,235,3,0,0,No,management,medium,0.69,0.94
3744,57127,5,257,3,0,0,No,marketing,medium,0.89,0.79
3745,22382,4,225,2,0,0,No,marketing,medium,0.52,0.56
3746,22383,3,167,3,0,0,No,marketing,medium,0.91,0.91
3747,84388,5,224,4,0,0,No,sales,low,0.96,0.53
3748,22395,5,127,3,0,0,No,sales,low,0.8,0.58
3749,22402,3,256,3,1,0,No,sales,low,0.55,0.77
3750,22412,4,233,2,0,0,No,sales,low,0.93,0.63
3751,84562,4,169,4,0,0,No,sales,low,0.93,0.86
3752,84612,3,152,2,0,0,No,sales,low,0.54,0.48
3753,85104,5,236,2,0,0,No,sales,low,0.48,0.76
3754,22438,3,154,2,0,0,No,sales,high,0.19,0.99
3755,22452,3,223,2,0,0,No,sales,low,0.95,0.71
3756,22458,4,211,3,0,0,No,sales,high,0.96,0.81
3757,22468,4,192,2,0,0,No,sales,high,0.63,0.89
3758,22470,4,227,2,1,0,No,sales,low,0.81,0.8
3759,22478,4,265,3,1,0,No,sales,low,0.5,0.88
3760,22479,5,228,2,0,0,No,sales,high,0.76,0.72
3761,22480,4,152,3,0,0,No,sales,low,0.84,0.49
3762,22481,5,169,5,0,0,No,sales,medium,0.2,0.95
3763,88089,3,169,3,0,0,No,sales,high,0.78,0.92
3764,22490,4,157,3,0,0,No,sales,medium,0.8,0.68
3765,22492,4,251,2,1,0,No,sales,medium,0.94,0.57
3766,22494,5,253,2,0,0,No,accounting,medium,0.44,0.74
3767,22511,3,155,2,0,0,No,accounting,medium,0.92,0.85
3768,22526,3,232,2,0,0,No,accounting,high,0.54,0.8
3769,22530,4,195,2,0,0,No,hr,medium,0.56,0.56
3770,22533,4,198,3,1,0,No,hr,medium,0.66,0.69
3771,22535,3,246,3,0,0,No,hr,medium,0.8,0.91
3772,22540,2,214,3,0,0,No,hr,high,0.6,0.81
3773,22543,5,249,3,0,0,No,technical,medium,0.73,0.73
3774,89840,3,211,3,1,0,No,technical,high,0.55,0.74
3775,22550,5,269,3,0,0,No,technical,low,0.7,0.71
3776,22555,4,214,3,0,0,No,technical,medium,,0.68
3777,22565,4,231,3,0,0,No,technical,medium,0.9,0.94
3778,84264,3,175,3,0,0,No,technical,medium,0.8,0.78
3779,22571,5,175,3,0,0,No,technical,medium,0.51,0.6
3780,92203,5,238,5,0,0,No,technical,low,0.86,0.96
3781,22574,4,228,4,0,0,No,technical,low,0.63,0.79
3782,22575,3,220,4,0,0,No,technical,low,0.83,0.93
3783,22576,4,233,2,1,0,No,technical,low,0.85,0.55
3784,22579,3,225,4,0,0,No,support,low,0.8,0.57
3785,22585,5,187,3,0,0,No,support,low,0.79,0.97
3786,22595,3,117,3,0,0,No,support,low,0.37,0.71
3787,22597,3,184,3,1,0,No,support,low,0.85,0.9
3788,22603,3,216,3,0,0,No,support,low,0.76,0.56
3789,93096,4,140,2,1,0,No,support,low,0.99,0.62
3790,22610,3,201,2,1,0,No,support,high,0.55,0.63
3791,22612,4,167,3,1,0,No,support,low,0.69,0.69
3792,22615,5,203,2,0,0,No,support,low,0.68,1.0
3793,22621,5,231,2,1,0,No,support,low,0.69,0.9
3794,22628,3,141,4,0,0,No,support,low,0.65,0.7
3795,22632,6,226,3,1,0,No,technical,high,0.17,0.88
3796,22643,3,199,2,0,0,No,technical,low,0.48,0.65
3797,22648,4,192,3,0,0,No,technical,low,0.65,0.59
3798,22652,4,247,2,0,0,No,management,low,0.57,0.49
3799,22665,3,164,3,0,0,No,IT,high,0.8,0.67
3800,22666,5,234,2,0,0,No,IT,low,0.8,0.6
3801,93099,2,177,3,1,0,No,IT,medium,0.5,0.6
3802,22675,3,208,2,0,0,No,IT,high,0.95,0.87
3803,22681,3,233,3,0,0,No,IT,medium,0.69,0.93
3804,22685,4,172,3,0,0,No,product_mng,high,0.74,0.57
3805,22689,3,141,3,0,0,No,product_mng,medium,0.68,0.59
3806,22690,3,213,3,0,0,No,product_mng,medium,0.68,0.55
3807,94231,5,128,3,1,0,No,product_mng,medium,0.65,0.37
3808,22707,4,151,3,1,0,No,IT,medium,0.85,0.92
3809,22720,4,247,3,0,0,No,RandD,medium,0.49,0.48
3810,22723,6,143,4,0,0,No,RandD,medium,0.19,0.8
3811,22724,3,164,3,0,0,No,RandD,medium,0.95,0.61
3812,22729,3,183,3,0,0,No,RandD,medium,0.63,0.62
3813,22730,4,274,3,0,0,No,RandD,high,0.83,0.8
3814,22734,4,261,2,0,0,No,marketing,low,0.62,0.78
3815,22736,5,200,3,0,0,No,sales,medium,0.74,0.98
3816,94186,5,177,2,0,0,No,accounting,medium,0.7,0.87
3817,22749,5,139,4,0,0,No,support,medium,0.28,0.38
3818,94836,6,228,5,0,0,No,technical,medium,0.39,0.56
3819,22763,3,230,2,0,0,No,management,medium,0.62,0.63
3820,22764,5,212,4,0,0,No,marketing,medium,0.79,0.54
3821,22765,4,265,4,0,0,No,marketing,medium,0.87,0.74
3822,22766,3,124,4,0,0,No,marketing,medium,0.29,0.75
3823,22770,4,155,3,0,0,No,sales,medium,0.37,0.88
3824,22771,4,215,4,0,0,No,sales,high,0.68,0.55
3825,22788,4,214,2,0,0,No,sales,low,0.9,0.51
3826,22794,3,181,3,0,0,No,sales,low,0.97,0.65
3827,22796,4,229,2,0,0,No,sales,low,0.6,0.77
3828,22799,5,262,2,0,0,No,sales,high,0.58,0.79
3829,95913,3,165,3,0,0,No,sales,low,0.83,0.86
3830,22802,5,136,3,0,0,No,sales,low,0.83,0.73
3831,22803,4,151,2,1,0,No,sales,low,0.94,0.71
3832,22805,5,226,4,0,0,No,sales,high,0.69,0.9
3833,97661,5,215,2,0,0,No,sales,low,0.81,0.81
3834,22808,6,143,5,1,0,No,sales,low,0.19,0.5
3835,22811,3,223,4,1,0,No,sales,low,0.18,0.64
3836,22813,4,271,3,0,0,No,sales,low,0.58,0.63
3837,22823,3,220,3,0,0,No,sales,low,0.76,0.65
3838,22829,6,182,4,0,0,No,sales,low,0.26,0.47
3839,22838,3,190,3,0,0,No,sales,low,0.78,0.87
3840,22843,3,198,3,0,0,No,sales,medium,0.71,0.56
3841,22844,3,141,2,0,0,No,sales,medium,0.76,0.61
3842,22848,3,248,2,0,0,No,accounting,medium,0.44,0.81
3843,22855,2,168,5,0,0,No,accounting,medium,0.26,0.69
3844,22870,5,162,3,0,0,No,accounting,medium,0.75,0.57
3845,22875,4,211,3,0,0,No,hr,medium,0.64,0.9
3846,99771,4,271,3,0,0,No,hr,medium,0.79,0.71
3847,22883,3,271,2,0,0,No,hr,medium,0.96,0.61
3848,22886,5,244,2,0,0,No,hr,medium,0.63,1.0
3849,22889,5,261,3,1,0,No,technical,medium,0.65,0.55
3850,22897,3,225,3,0,0,No,technical,medium,0.76,0.81
3851,22900,4,266,5,0,0,No,technical,medium,0.26,0.9
3852,22907,3,146,5,1,0,No,technical,high,0.84,0.73
3853,22910,3,233,3,0,0,No,technical,low,0.74,0.77
3854,22914,4,180,3,0,0,No,technical,medium,0.53,0.45
3855,22917,5,208,3,0,0,No,technical,medium,0.7,0.56
3856,1308,4,165,4,1,0,No,technical,medium,0.62,0.69
3857,1439,4,221,4,0,0,No,technical,medium,0.71,0.68
3858,22930,3,215,2,0,0,No,technical,low,0.5,0.65
3859,22937,6,264,6,0,0,No,technical,low,0.53,0.5
3860,22959,2,160,4,0,0,No,support,low,0.88,0.89
3861,22961,2,192,3,0,0,No,support,low,0.79,0.83
3862,22964,5,201,2,0,0,No,support,low,0.69,0.89
3863,22972,4,264,2,0,0,No,support,low,0.57,0.96
3864,22977,4,186,3,1,0,No,support,low,0.68,0.8
3865,22984,4,272,3,0,0,No,support,low,0.6,0.82
3866,22993,4,216,3,0,0,No,support,low,0.7,0.9
3867,22997,4,142,2,1,0,No,support,low,0.71,0.76
3868,2291,4,133,3,0,0,No,support,low,0.49,0.51
3869,23010,4,260,2,0,0,No,support,low,0.74,0.7
3870,23011,4,101,5,0,0,No,support,low,0.2,0.93
3871,23012,4,230,2,0,0,No,technical,low,0.57,0.5
3872,23018,3,242,4,0,0,No,technical,low,0.83,0.48
3873,23019,3,193,2,0,0,No,technical,low,0.22,0.64
3874,23025,2,234,4,0,0,No,management,low,0.67,0.57
3875,23029,3,132,3,0,0,No,IT,low,0.54,0.84
3876,23038,4,183,3,0,0,No,IT,low,0.54,0.53
3877,3194,4,191,4,0,0,No,IT,low,0.64,0.61
3878,3218,5,140,4,0,0,No,IT,low,0.23,0.84
3879,23049,5,257,3,0,0,No,IT,medium,0.88,0.87
3880,23053,4,219,3,0,0,No,product_mng,medium,0.83,0.54
3881,23056,5,141,2,0,0,No,product_mng,medium,0.88,0.67
3882,7256,5,162,2,0,0,No,product_mng,medium,0.9,0.85
3883,23079,3,181,3,0,0,No,product_mng,medium,0.49,0.61
3884,23096,3,191,3,0,0,No,IT,medium,0.55,0.49
3885,23099,4,149,6,1,0,No,RandD,medium,0.92,0.69
3886,8682,3,164,4,0,0,No,RandD,medium,0.72,0.67
3887,23107,4,235,3,0,0,No,RandD,medium,0.63,0.5
3888,23109,3,199,3,0,0,No,RandD,medium,0.98,0.66
3889,23118,3,248,3,0,0,No,RandD,medium,0.76,0.52
3890,23130,2,103,3,1,0,No,marketing,medium,0.42,0.56
3891,23132,4,248,4,0,0,No,marketing,high,0.58,0.65
3892,23136,3,153,3,1,0,No,sales,low,0.85,0.82
3893,23141,4,241,4,0,0,No,accounting,medium,0.67,0.95
3894,23144,4,258,3,0,0,No,support,medium,0.58,1.0
3895,23150,5,172,5,1,0,No,technical,medium,0.84,0.76
3896,23160,3,149,2,0,0,No,management,medium,0.56,0.68
3897,23161,4,217,3,0,0,No,marketing,low,0.63,0.83
3898,23164,3,243,3,0,0,No,marketing,low,0.51,0.92
3899,23167,5,120,3,0,0,No,marketing,low,0.95,0.81
3900,23191,3,137,3,1,0,No,sales,low,0.85,0.55
3901,23193,5,150,3,0,0,No,sales,low,0.73,0.78
3902,23220,5,199,5,0,0,No,sales,low,0.2,0.49
3903,23229,3,203,2,0,0,No,sales,low,0.78,0.79
3904,9271,3,273,3,0,0,No,sales,low,0.83,0.8
3905,23244,2,214,3,1,0,No,sales,low,0.87,0.56
3906,23250,5,141,3,0,0,No,sales,low,0.98,0.99
3907,23251,5,243,3,0,0,No,sales,low,1.0,0.81
3908,23252,4,159,3,0,0,No,sales,low,0.7,0.55
3909,10192,5,146,3,0,0,No,sales,low,0.62,0.88
3910,23258,4,159,2,0,0,No,sales,low,0.67,0.72
3911,23260,4,196,3,0,0,No,sales,low,0.86,0.96
3912,12244,5,183,2,1,0,No,sales,low,0.44,0.57
3913,23270,4,192,4,0,0,No,sales,low,0.19,0.86
3914,23272,4,246,2,0,0,No,sales,low,0.76,0.83
3915,23273,5,191,4,0,0,No,sales,low,0.89,0.93
3916,23300,3,158,3,0,0,No,sales,low,0.25,0.97
3917,23314,4,167,2,0,0,No,sales,low,0.68,1.0
3918,23332,2,187,2,1,0,No,sales,medium,0.38,0.5
3919,23334,4,199,4,0,0,No,accounting,medium,0.64,0.95
3920,23356,4,157,3,0,0,No,accounting,medium,0.76,0.62
3921,12653,2,157,3,0,0,No,accounting,medium,0.26,0.45
3922,23371,3,178,2,0,0,No,hr,medium,0.69,0.67
3923,23390,3,154,2,0,0,No,hr,medium,0.98,0.66
3924,23393,5,208,2,1,0,No,hr,medium,0.86,0.83
3925,23399,4,273,5,1,0,No,hr,medium,0.14,0.68
3926,23401,4,159,3,0,0,No,technical,medium,0.58,0.63
3927,23405,4,234,2,0,0,No,technical,medium,0.63,0.97
3928,23420,5,139,3,1,0,No,technical,medium,0.7,0.91
3929,23427,4,210,4,0,0,No,technical,medium,0.73,0.62
3930,23448,3,164,3,0,0,No,technical,high,0.89,0.52
3931,23453,3,241,5,1,0,No,technical,low,0.17,0.61
3932,23458,5,259,2,0,0,No,technical,medium,0.86,0.73
3933,23460,3,159,3,1,0,No,technical,medium,0.59,0.73
3934,15458,4,131,2,0,0,No,technical,medium,0.22,0.51
3935,23467,3,266,2,0,0,No,technical,medium,0.55,0.57
3936,23469,3,153,2,0,0,No,technical,low,0.74,0.6
3937,23481,3,253,2,0,0,No,support,low,0.55,0.54
3938,23485,4,141,2,1,0,No,support,low,0.67,0.94
3939,23488,3,199,3,0,0,No,support,low,0.64,0.8
3940,23492,3,205,3,0,0,No,support,low,0.58,0.71
3941,23494,4,252,3,0,0,No,support,low,0.9,0.6
3942,23498,4,153,3,0,0,No,support,low,0.89,0.9
3943,23502,2,171,4,0,0,No,support,low,0.74,0.37
3944,23509,5,150,4,0,0,No,support,low,0.78,0.91
3945,23519,4,247,3,0,0,No,support,low,0.97,0.53
3946,23525,4,150,2,1,0,No,support,low,0.52,0.92
3947,23528,4,206,2,0,0,No,support,low,0.99,0.86
3948,23531,4,192,4,1,0,No,technical,low,0.76,0.44
3949,23533,5,164,3,0,0,No,technical,low,0.69,0.96
3950,23537,3,186,3,0,0,No,technical,low,0.59,0.69
3951,23538,3,249,3,0,0,No,management,low,0.95,0.63
3952,23547,3,214,2,0,0,No,IT,low,0.69,0.81
3953,23550,4,193,4,0,0,No,IT,low,0.76,0.75
3954,17762,2,114,4,0,0,No,IT,low,0.7,0.84
3955,23566,2,122,2,0,0,No,IT,low,0.87,0.6
3956,23573,3,170,3,1,0,No,IT,low,0.44,0.55
3957,23577,3,151,3,0,0,No,product_mng,medium,0.54,0.91
3958,23596,3,156,3,0,0,No,product_mng,medium,0.55,0.75
3959,21189,5,170,3,1,0,No,product_mng,medium,0.81,0.75
3960,23605,3,188,2,0,0,No,product_mng,medium,0.5,0.55
3961,23607,4,201,3,1,0,No,IT,medium,0.93,0.74
3962,23612,6,254,6,0,0,No,RandD,medium,0.64,0.5
3963,21481,3,206,4,0,0,No,RandD,medium,0.57,0.78
3964,23618,4,216,3,0,0,No,RandD,medium,0.95,0.74
3965,23638,5,200,3,0,0,No,RandD,medium,0.86,0.67
3966,23645,4,202,2,0,0,No,RandD,medium,0.82,0.58
3967,23652,4,217,4,0,0,No,RandD,medium,0.18,0.79
3968,23657,5,151,4,0,0,No,marketing,medium,0.58,0.7
3969,23662,3,224,2,0,0,No,sales,high,0.57,0.56
3970,23666,5,148,3,0,0,No,accounting,low,0.94,0.83
3971,21858,6,224,5,1,0,No,support,medium,0.2,0.97
3972,23676,2,243,5,1,0,No,technical,medium,0.73,0.75
3973,23679,4,238,3,1,0,No,management,medium,0.94,0.8
3974,22696,3,254,3,0,0,No,marketing,medium,0.99,0.61
3975,23692,4,218,4,0,0,No,marketing,low,0.22,0.49
3976,23693,3,237,3,0,0,No,marketing,low,0.67,0.66
3977,23697,4,185,2,0,0,No,sales,low,0.49,0.67
3978,23704,4,184,3,0,0,No,sales,low,0.78,0.95
3979,23707,2,176,3,1,0,No,sales,low,0.15,0.74
3980,23708,4,260,3,0,0,No,sales,low,0.91,0.89
3981,23712,4,254,4,0,0,No,sales,low,0.7,0.78
3982,23723,3,221,3,0,0,No,sales,low,0.6,0.95
3983,23727,5,257,2,0,0,No,sales,low,0.59,0.57
3984,23728,3,265,3,1,0,No,sales,low,0.59,0.93
3985,23737,3,138,3,1,0,No,sales,low,0.55,0.64
3986,23738,3,163,2,1,0,No,sales,low,0.42,0.75
3987,23740,3,144,3,0,0,No,sales,low,0.57,0.81
3988,23743,3,146,2,1,0,No,sales,low,0.72,0.51
3989,23745,3,242,6,0,0,No,sales,low,0.83,0.81
3990,23747,4,249,3,0,0,No,sales,low,0.89,0.93
3991,23748,3,245,3,0,0,No,sales,low,0.55,0.59
3992,24231,4,201,2,0,0,No,sales,low,0.53,0.75
3993,24893,4,177,4,1,0,No,sales,medium,0.74,0.59
3994,23760,4,160,2,0,0,No,sales,medium,0.63,0.98
3995,25098,6,177,2,1,0,No,sales,medium,0.63,0.4
3996,23775,4,153,3,0,0,No,accounting,medium,0.61,0.97
3997,23778,3,197,5,0,0,No,accounting,medium,0.76,0.79
3998,25874,4,246,4,0,0,No,accounting,medium,0.67,0.82
3999,23784,4,258,3,0,0,No,hr,medium,0.51,0.95
4000,23789,3,137,3,0,0,No,hr,medium,0.67,0.55
4001,23796,3,178,4,0,0,No,hr,medium,0.16,0.94
4002,23798,4,123,4,0,0,No,hr,medium,0.34,0.85
4003,6865,5,162,3,1,0,No,technical,medium,0.58,0.73
4004,28954,5,210,5,0,0,No,technical,medium,0.5,0.71
4005,23808,4,197,3,1,0,No,technical,high,0.56,0.48
4006,23810,3,220,3,0,0,No,technical,low,0.56,0.98
4007,23817,4,133,2,0,0,No,technical,medium,0.74,0.71
4008,23818,3,198,2,0,0,No,technical,medium,0.69,0.99
4009,23819,4,160,5,0,0,No,technical,medium,0.15,0.81
4010,23833,2,180,2,0,0,No,technical,medium,0.58,0.67
4011,23834,3,217,3,0,0,No,technical,low,0.8,0.79
4012,23835,3,223,3,0,0,No,technical,low,0.5,0.57
4013,23844,4,229,2,0,0,No,technical,low,0.66,0.92
4014,23848,4,159,3,0,0,No,support,low,0.81,0.78
4015,23871,5,253,5,0,0,No,support,low,0.14,0.68
4016,23873,3,235,2,0,0,No,support,low,0.92,0.85
4017,23877,4,186,3,0,0,No,support,low,0.69,0.91
4018,29072,4,263,2,0,0,No,support,low,0.66,0.99
4019,23895,4,239,4,0,0,No,support,low,0.85,0.39
4020,23900,4,151,2,0,0,No,support,low,0.83,0.69
4021,31538,3,106,4,0,0,No,support,low,1.0,0.49
4022,33987,3,183,4,0,0,No,support,low,0.68,0.65
4023,23904,3,125,2,0,0,No,support,low,0.26,0.97
4024,23919,3,157,2,0,0,No,support,low,0.35,0.41
4025,23920,3,241,2,0,0,No,technical,low,0.12,0.58
4026,23930,4,184,3,0,0,No,technical,low,0.91,0.93
4027,23932,4,144,3,0,0,No,technical,low,0.65,0.67
4028,23933,3,255,4,1,0,No,management,low,0.78,0.72
4029,23938,3,261,4,0,0,No,IT,low,0.61,0.82
4030,34000,4,207,2,0,0,No,IT,low,0.64,0.51
4031,38276,4,205,4,0,0,No,IT,low,0.58,0.73
4032,39186,4,217,2,1,0,No,IT,medium,0.63,0.76
4033,39327,4,215,2,1,0,No,IT,medium,0.94,0.6
4034,23963,5,139,4,0,0,No,product_mng,medium,0.26,0.81
4035,23967,3,146,3,0,0,No,product_mng,medium,0.59,0.69
4036,39572,4,175,3,0,0,No,product_mng,medium,0.78,0.8
4037,23973,5,188,3,0,0,No,product_mng,medium,0.86,0.64
4038,23976,5,155,3,0,0,No,IT,medium,0.79,0.73
4039,39599,4,171,4,0,0,No,RandD,medium,0.89,0.73
4040,39765,4,184,3,0,0,No,RandD,medium,0.34,0.99
4041,23987,3,164,6,0,0,No,RandD,medium,0.29,0.77
4042,39877,3,244,4,0,0,No,RandD,medium,0.71,0.89
4043,23989,4,222,2,0,0,No,RandD,medium,0.93,0.58
4044,23990,4,231,3,1,0,No,RandD,high,0.94,0.76
4045,24000,3,213,3,0,0,No,marketing,low,0.91,0.72
4046,24006,4,144,4,0,0,No,sales,medium,0.71,0.96
4047,41942,3,221,4,1,0,No,accounting,medium,0.67,0.81
4048,42490,3,138,3,1,0,No,support,medium,0.54,0.42
4049,24026,3,183,4,0,0,No,technical,medium,0.89,0.58
4050,24029,3,250,3,1,0,No,management,low,0.94,0.91
4051,24030,3,219,6,0,0,No,marketing,low,0.15,0.89
4052,42959,6,164,4,1,0,No,marketing,low,0.45,0.92
4053,24050,4,161,4,1,0,No,marketing,low,0.92,0.67
4054,24059,4,274,5,1,0,No,sales,low,0.63,0.56
4055,24061,4,181,3,1,0,No,sales,low,0.8,0.66
4056,24075,3,148,2,0,0,No,sales,low,0.45,0.72
4057,44488,3,226,2,1,0,No,sales,low,0.72,0.54
4058,24085,6,256,5,0,0,No,sales,low,0.84,0.36
4059,24104,3,141,2,0,0,No,sales,low,0.61,0.51
4060,24107,3,177,3,0,0,No,sales,low,0.63,0.88
4061,24116,4,173,2,0,0,No,sales,low,0.49,0.54
4062,45766,2,196,3,0,0,No,sales,low,0.68,0.51
4063,24140,5,179,2,0,0,No,sales,low,0.64,0.85
4064,24145,4,201,3,0,0,No,sales,low,0.61,0.64
4065,46478,5,247,3,0,0,No,sales,low,0.83,0.55
4066,24158,5,238,2,0,0,No,sales,low,0.94,0.51
4067,24176,3,133,6,0,0,No,sales,low,0.27,0.66
4068,24184,2,194,4,0,0,No,sales,low,0.6,0.49
4069,24187,4,232,2,0,0,No,sales,low,0.83,0.69
4070,24190,3,232,3,0,0,No,sales,low,0.53,0.75
4071,24195,4,204,3,0,0,No,sales,medium,0.79,0.97
4072,46860,4,252,3,1,0,No,sales,medium,0.96,0.49
4073,24199,3,164,3,0,0,No,accounting,medium,0.5,0.56
4074,24202,5,266,2,0,0,No,accounting,medium,0.68,0.81
4075,47350,4,226,4,1,0,No,accounting,medium,0.24,0.54
4076,24207,4,252,6,0,0,No,hr,medium,0.8,0.8
4077,24213,4,155,3,0,0,No,hr,medium,0.62,0.74
4078,50399,3,202,2,0,0,No,hr,medium,1.0,0.85
4079,24237,3,214,3,0,0,No,hr,medium,0.64,0.75
4080,24241,4,267,3,0,0,No,technical,medium,0.51,0.55
4081,51892,4,265,3,0,0,No,technical,medium,0.74,0.5
4082,24250,3,221,2,1,0,No,technical,medium,0.49,0.99
4083,24253,4,132,6,0,0,No,technical,high,0.96,0.83
4084,24256,4,227,4,1,0,No,technical,low,0.59,0.62
4085,24269,4,234,3,0,0,No,technical,medium,0.84,0.57
4086,24276,3,238,6,0,0,No,technical,medium,0.16,0.84
4087,24277,3,149,2,1,0,No,technical,medium,0.62,0.75
4088,24285,4,152,3,0,0,No,technical,medium,0.79,0.67
4089,24286,4,249,3,1,0,No,technical,low,0.53,0.83
4090,24290,6,270,5,0,0,No,technical,low,0.17,0.48
4091,24306,3,200,2,0,0,No,support,low,0.57,0.76
4092,24323,4,207,2,0,0,No,support,low,0.65,0.82
4093,24324,4,266,2,1,0,No,support,low,0.69,0.74
4094,24341,6,250,3,0,0,No,support,low,0.3,0.8
4095,24351,3,220,3,0,0,No,support,low,0.99,0.92
4096,53407,4,177,2,0,0,No,support,low,0.5,0.69
4097,24354,3,147,2,0,0,No,support,medium,0.54,0.96
4098,24359,4,227,4,0,0,No,support,medium,0.69,0.57
4099,24383,4,272,2,0,0,No,support,medium,0.5,0.85
4100,24385,3,244,3,0,0,No,support,medium,0.66,0.73
4101,24393,5,182,3,1,0,No,support,medium,1.0,0.93
4102,54265,3,146,6,1,0,No,technical,medium,0.15,0.61
4103,24398,5,259,5,1,0,No,technical,medium,0.31,0.54
4104,24406,4,184,4,0,0,No,technical,medium,0.65,0.49
4105,24419,4,149,2,0,0,No,management,medium,0.72,0.69
4106,24422,4,185,3,1,0,No,IT,medium,0.84,0.85
4107,24424,3,254,2,0,0,No,IT,medium,0.55,0.8
4108,24436,4,249,3,0,0,No,IT,medium,0.6,0.58
4109,24445,4,269,2,0,0,No,IT,medium,0.84,0.48
4110,55705,3,168,3,0,0,No,IT,medium,0.68,0.87
4111,24449,6,225,3,0,0,No,product_mng,medium,0.13,1.0
4112,24450,3,160,2,0,0,No,product_mng,medium,0.88,0.98
4113,24454,5,149,3,1,0,No,product_mng,medium,0.64,0.57
4114,24459,5,193,3,0,0,No,product_mng,medium,0.19,0.95
4115,24466,5,171,3,1,0,No,IT,medium,0.83,0.88
4116,24471,4,232,3,1,0,No,RandD,medium,0.17,0.41
4117,56564,4,250,6,0,0,No,RandD,medium,0.44,0.74
4118,56645,4,243,2,0,0,No,RandD,medium,0.52,0.55
4119,24479,4,250,2,0,0,No,RandD,medium,0.66,0.62
4120,24481,4,153,3,0,0,No,RandD,medium,0.96,0.55
4121,21840,5,126,3,1,0,No,RandD,medium,0.19,0.5
4122,24505,3,192,3,0,0,No,marketing,high,0.86,
4123,58460,3,137,4,1,0,No,sales,high,0.65,0.57
4124,24511,3,199,3,1,0,No,accounting,high,0.61,0.97
4125,24515,3,181,3,1,0,No,support,high,0.53,0.96
4126,24524,5,260,6,0,0,No,technical,high,0.14,0.76
4127,24526,4,199,4,0,0,No,management,high,0.74,1.0
4128,24538,6,171,5,1,0,No,marketing,high,0.47,0.62
4129,24548,4,260,3,0,0,No,marketing,high,0.6,0.56
4130,24550,3,243,4,0,0,No,marketing,high,0.81,0.58
4131,24551,2,154,4,0,0,No,sales,high,0.95,0.59
4132,58727,2,201,2,0,0,No,sales,high,0.98,0.8
4133,59375,5,234,3,0,0,No,sales,high,0.52,0.8
4134,24562,3,216,3,1,0,No,sales,low,1.0,0.97
4135,24565,5,205,4,1,0,No,sales,low,0.16,0.74
4136,24567,3,225,4,0,0,No,sales,low,0.19,0.83
4137,24571,3,229,3,0,0,No,sales,low,0.94,0.87
4138,24573,6,132,3,0,0,No,sales,low,0.58,0.43
4139,24579,4,180,3,0,0,No,sales,low,0.92,0.69
4140,24580,4,164,4,0,0,No,sales,low,0.65,0.8
4141,24584,5,175,3,0,0,No,sales,low,0.74,0.74
4142,24586,5,103,2,0,0,No,sales,low,0.6,0.53
4143,24591,5,142,4,0,0,No,sales,low,1.0,1.0
4144,24593,4,212,3,0,0,No,sales,low,0.81,0.96
4145,24594,2,129,3,1,0,No,sales,low,0.54,0.67
4146,24599,5,140,4,0,0,No,sales,low,0.18,0.81
4147,24600,4,149,2,0,0,No,sales,low,0.82,0.88
4148,24602,2,258,2,0,0,No,sales,low,0.9,0.96
4149,61842,4,136,2,0,0,No,sales,medium,0.62,0.62
4150,24607,2,216,3,1,0,No,accounting,medium,0.77,0.76
4151,24610,3,151,2,0,0,No,accounting,medium,0.58,0.86
4152,24617,5,217,6,0,0,No,accounting,medium,0.27,0.47
4153,62285,4,219,3,0,0,No,hr,medium,0.78,0.72
4154,24637,3,150,3,0,0,No,hr,medium,0.98,0.66
4155,62360,4,98,4,0,0,No,hr,medium,0.75,0.5
4156,24640,5,140,3,0,0,No,hr,medium,0.74,0.67
4157,24653,3,259,3,1,0,No,technical,medium,0.9,0.99
4158,24656,5,215,6,1,0,No,technical,medium,0.73,0.71
4159,24662,4,258,3,0,0,No,technical,medium,0.9,0.62
